Global Total for TTD-TCN Project Between '2011-07-01' and '2012-03-31': 12260Total Specimen Counts for each TTD-TCN Institution:
Delphacidae	0
Reduviidae	0
Membracidae	0
Dictyopharidae	0
Cercopidae	0
Miridae	0
Lygaeidae	0
Achilidae	0
Acanaloniidae	0
Flatidae	0
Derbidae	0
Issidae	0
Fulgoridae	0
Mymaridae	0
OMNH_RIV
Delphacidae	0
Reduviidae	0
Membracidae	0
Dictyopharidae	0
Cercopidae	0
Miridae	0
Lygaeidae	0
Achilidae	0
Acanaloniidae	0
Flatidae	0
Derbidae	0
Issidae	0
Fulgoridae	0
Mymaridae	0
PNG_ENT
Delphacidae	0
Reduviidae	0
Membracidae	0
Dictyopharidae	0
Cercopidae	0
Miridae	0
Lygaeidae	0
Achilidae	0
Acanaloniidae	0
Flatidae	0
Derbidae	0
Issidae	0
Fulgoridae	0
Mymaridae	0
ANSP_ENT
Delphacidae	0
Reduviidae	0
Membracidae	0
Dictyopharidae	0
Cercopidae	0
Miridae	0
Lygaeidae	0
Achilidae	0
Acanaloniidae	0
Flatidae	0
Derbidae	0
Issidae	0
Fulgoridae	0
Mymaridae	0
